Model;Exam;Query;Tool;Exit;Cardinality;Time;NSFNodes;OK
RobotManipulation-PT-00005;CTLstarCardinalityX;RobotManipulation-PT-00005-CTLstarCardinalityX-14;LTSmin;-1;84656;0.012395;;1
RobotManipulation-PT-00005;CTLstarCardinalityX;RobotManipulation-PT-00005-CTLstarCardinalityX-15;LTSmin;-1;55341;0.011711;;1
RobotManipulation-PT-00005;CTLstarCardinalityX;RobotManipulation-PT-00005-CTLstarCardinalityX-00;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00005;CTLstarCardinalityX;RobotManipulation-PT-00005-CTLstarCardinalityX-01;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00005;CTLstarCardinalityX;RobotManipulation-PT-00005-CTLstarCardinalityX-05;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00005;CTLstarCardinalityX;RobotManipulation-PT-00005-CTLstarCardinalityX-12;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00010;CTLstarCardinalityX;RobotManipulation-PT-00010-CTLstarCardinalityX-01;LTSmin;-1;0;0.552658;;1
RobotManipulation-PT-00010;CTLstarCardinalityX;RobotManipulation-PT-00010-CTLstarCardinalityX-02;LTSmin;-1;20030010;0.091792;;1
RobotManipulation-PT-00010;CTLstarCardinalityX;RobotManipulation-PT-00010-CTLstarCardinalityX-03;LTSmin;-1;0;0.076594;;1
RobotManipulation-PT-00010;CTLstarCardinalityX;RobotManipulation-PT-00010-CTLstarCardinalityX-04;LTSmin;-1;0;0.802273;;1
RobotManipulation-PT-00010;CTLstarCardinalityX;RobotManipulation-PT-00010-CTLstarCardinalityX-06;LTSmin;-1;0;0.080153;;1
RobotManipulation-PT-00010;CTLstarCardinalityX;RobotManipulation-PT-00010-CTLstarCardinalityX-07;LTSmin;-1;0;1.000812;;1
RobotManipulation-PT-00010;CTLstarCardinalityX;RobotManipulation-PT-00010-CTLstarCardinalityX-08;LTSmin;-1;0;0.469023;;1
RobotManipulation-PT-00010;CTLstarCardinalityX;RobotManipulation-PT-00010-CTLstarCardinalityX-09;LTSmin;-1;20030010;0.427197;;1
RobotManipulation-PT-00010;CTLstarCardinalityX;RobotManipulation-PT-00010-CTLstarCardinalityX-10;LTSmin;-1;20030010;0.602564;;1
RobotManipulation-PT-00010;CTLstarCardinalityX;RobotManipulation-PT-00010-CTLstarCardinalityX-11;LTSmin;-1;0;0.505458;;1
RobotManipulation-PT-00010;CTLstarCardinalityX;RobotManipulation-PT-00010-CTLstarCardinalityX-13;LTSmin;-1;7531810;0.098225;;1
RobotManipulation-PT-00010;CTLstarCardinalityX;RobotManipulation-PT-00010-CTLstarCardinalityX-14;LTSmin;-1;0;1.661094;;1
RobotManipulation-PT-00010;CTLstarCardinalityX;RobotManipulation-PT-00010-CTLstarCardinalityX-00;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00010;CTLstarCardinalityX;RobotManipulation-PT-00010-CTLstarCardinalityX-05;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00010;CTLstarCardinalityX;RobotManipulation-PT-00010-CTLstarCardinalityX-12;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00010;CTLstarCardinalityX;RobotManipulation-PT-00010-CTLstarCardinalityX-15;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00020;CTLstarCardinalityX;RobotManipulation-PT-00020-CTLstarCardinalityX-00;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00020;CTLstarCardinalityX;RobotManipulation-PT-00020-CTLstarCardinalityX-01;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00020;CTLstarCardinalityX;RobotManipulation-PT-00020-CTLstarCardinalityX-02;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00020;CTLstarCardinalityX;RobotManipulation-PT-00020-CTLstarCardinalityX-03;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00020;CTLstarCardinalityX;RobotManipulation-PT-00020-CTLstarCardinalityX-04;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00020;CTLstarCardinalityX;RobotManipulation-PT-00020-CTLstarCardinalityX-05;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00020;CTLstarCardinalityX;RobotManipulation-PT-00020-CTLstarCardinalityX-06;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00020;CTLstarCardinalityX;RobotManipulation-PT-00020-CTLstarCardinalityX-07;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00020;CTLstarCardinalityX;RobotManipulation-PT-00020-CTLstarCardinalityX-08;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00020;CTLstarCardinalityX;RobotManipulation-PT-00020-CTLstarCardinalityX-09;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00020;CTLstarCardinalityX;RobotManipulation-PT-00020-CTLstarCardinalityX-10;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00020;CTLstarCardinalityX;RobotManipulation-PT-00020-CTLstarCardinalityX-11;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00020;CTLstarCardinalityX;RobotManipulation-PT-00020-CTLstarCardinalityX-12;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00020;CTLstarCardinalityX;RobotManipulation-PT-00020-CTLstarCardinalityX-13;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00020;CTLstarCardinalityX;RobotManipulation-PT-00020-CTLstarCardinalityX-14;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00020;CTLstarCardinalityX;RobotManipulation-PT-00020-CTLstarCardinalityX-15;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00050;CTLstarCardinalityX;RobotManipulation-PT-00050-CTLstarCardinalityX-00;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00050;CTLstarCardinalityX;RobotManipulation-PT-00050-CTLstarCardinalityX-01;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00050;CTLstarCardinalityX;RobotManipulation-PT-00050-CTLstarCardinalityX-02;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00050;CTLstarCardinalityX;RobotManipulation-PT-00050-CTLstarCardinalityX-03;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00050;CTLstarCardinalityX;RobotManipulation-PT-00050-CTLstarCardinalityX-04;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00050;CTLstarCardinalityX;RobotManipulation-PT-00050-CTLstarCardinalityX-05;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00050;CTLstarCardinalityX;RobotManipulation-PT-00050-CTLstarCardinalityX-06;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00050;CTLstarCardinalityX;RobotManipulation-PT-00050-CTLstarCardinalityX-07;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00050;CTLstarCardinalityX;RobotManipulation-PT-00050-CTLstarCardinalityX-08;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00050;CTLstarCardinalityX;RobotManipulation-PT-00050-CTLstarCardinalityX-09;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00050;CTLstarCardinalityX;RobotManipulation-PT-00050-CTLstarCardinalityX-10;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00050;CTLstarCardinalityX;RobotManipulation-PT-00050-CTLstarCardinalityX-11;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00050;CTLstarCardinalityX;RobotManipulation-PT-00050-CTLstarCardinalityX-12;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00050;CTLstarCardinalityX;RobotManipulation-PT-00050-CTLstarCardinalityX-13;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00050;CTLstarCardinalityX;RobotManipulation-PT-00050-CTLstarCardinalityX-14;LTSmin;-1;DNF;DNF;DNF;1
RobotManipulation-PT-00050;CTLstarCardinalityX;RobotManipulation-PT-00050-CTLstarCardinalityX-15;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w0010;CTLstarCardinalityX;RwMutex-PT-r0010w0010-CTLstarCardinalityX-00;LTSmin;-1;513;0.017541;;1
RwMutex-PT-r0010w0010;CTLstarCardinalityX;RwMutex-PT-r0010w0010-CTLstarCardinalityX-01;LTSmin;-1;0;0.00083;;1
RwMutex-PT-r0010w0010;CTLstarCardinalityX;RwMutex-PT-r0010w0010-CTLstarCardinalityX-02;LTSmin;-1;522;0.001973;;1
RwMutex-PT-r0010w0010;CTLstarCardinalityX;RwMutex-PT-r0010w0010-CTLstarCardinalityX-03;LTSmin;-1;0;0.017102;;1
RwMutex-PT-r0010w0010;CTLstarCardinalityX;RwMutex-PT-r0010w0010-CTLstarCardinalityX-04;LTSmin;-1;1034;0.000814;;1
RwMutex-PT-r0010w0010;CTLstarCardinalityX;RwMutex-PT-r0010w0010-CTLstarCardinalityX-05;LTSmin;-1;1034;0.000945;;1
RwMutex-PT-r0010w0010;CTLstarCardinalityX;RwMutex-PT-r0010w0010-CTLstarCardinalityX-06;LTSmin;-1;0;0.000355;;1
RwMutex-PT-r0010w0010;CTLstarCardinalityX;RwMutex-PT-r0010w0010-CTLstarCardinalityX-08;LTSmin;-1;1034;0.024111;;1
RwMutex-PT-r0010w0010;CTLstarCardinalityX;RwMutex-PT-r0010w0010-CTLstarCardinalityX-09;LTSmin;-1;970;0.016806;;1
RwMutex-PT-r0010w0010;CTLstarCardinalityX;RwMutex-PT-r0010w0010-CTLstarCardinalityX-10;LTSmin;-1;1034;0.018218;;1
RwMutex-PT-r0010w0010;CTLstarCardinalityX;RwMutex-PT-r0010w0010-CTLstarCardinalityX-11;LTSmin;-1;0;0.017865;;1
RwMutex-PT-r0010w0010;CTLstarCardinalityX;RwMutex-PT-r0010w0010-CTLstarCardinalityX-13;LTSmin;-1;778;0.000174;;1
RwMutex-PT-r0010w0010;CTLstarCardinalityX;RwMutex-PT-r0010w0010-CTLstarCardinalityX-14;LTSmin;-1;522;0.001123;;1
RwMutex-PT-r0010w0010;CTLstarCardinalityX;RwMutex-PT-r0010w0010-CTLstarCardinalityX-15;LTSmin;-1;512;0.002015;;1
RwMutex-PT-r0010w0010;CTLstarCardinalityX;RwMutex-PT-r0010w0010-CTLstarCardinalityX-07;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w0010;CTLstarCardinalityX;RwMutex-PT-r0010w0010-CTLstarCardinalityX-12;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w0020;CTLstarCardinalityX;RwMutex-PT-r0010w0020-CTLstarCardinalityX-00;LTSmin;-1;1044;0.039083;;1
RwMutex-PT-r0010w0020;CTLstarCardinalityX;RwMutex-PT-r0010w0020-CTLstarCardinalityX-01;LTSmin;-1;1044;0.023476;;1
RwMutex-PT-r0010w0020;CTLstarCardinalityX;RwMutex-PT-r0010w0020-CTLstarCardinalityX-02;LTSmin;-1;0;0.038929;;1
RwMutex-PT-r0010w0020;CTLstarCardinalityX;RwMutex-PT-r0010w0020-CTLstarCardinalityX-03;LTSmin;-1;1043;0.001648;;1
RwMutex-PT-r0010w0020;CTLstarCardinalityX;RwMutex-PT-r0010w0020-CTLstarCardinalityX-04;LTSmin;-1;1;0.004539;;1
RwMutex-PT-r0010w0020;CTLstarCardinalityX;RwMutex-PT-r0010w0020-CTLstarCardinalityX-05;LTSmin;-1;0;0.039294;;1
RwMutex-PT-r0010w0020;CTLstarCardinalityX;RwMutex-PT-r0010w0020-CTLstarCardinalityX-06;LTSmin;-1;0;0.039964;;1
RwMutex-PT-r0010w0020;CTLstarCardinalityX;RwMutex-PT-r0010w0020-CTLstarCardinalityX-07;LTSmin;-1;0;0.040279;;1
RwMutex-PT-r0010w0020;CTLstarCardinalityX;RwMutex-PT-r0010w0020-CTLstarCardinalityX-08;LTSmin;-1;0;0.041912;;1
RwMutex-PT-r0010w0020;CTLstarCardinalityX;RwMutex-PT-r0010w0020-CTLstarCardinalityX-09;LTSmin;-1;0;0.039363;;1
RwMutex-PT-r0010w0020;CTLstarCardinalityX;RwMutex-PT-r0010w0020-CTLstarCardinalityX-10;LTSmin;-1;2;0.001804;;1
RwMutex-PT-r0010w0020;CTLstarCardinalityX;RwMutex-PT-r0010w0020-CTLstarCardinalityX-11;LTSmin;-1;1043;0.001618;;1
RwMutex-PT-r0010w0020;CTLstarCardinalityX;RwMutex-PT-r0010w0020-CTLstarCardinalityX-12;LTSmin;-1;1044;0.041074;;1
RwMutex-PT-r0010w0020;CTLstarCardinalityX;RwMutex-PT-r0010w0020-CTLstarCardinalityX-13;LTSmin;-1;512;0.037304;;1
RwMutex-PT-r0010w0020;CTLstarCardinalityX;RwMutex-PT-r0010w0020-CTLstarCardinalityX-14;LTSmin;-1;0;0.036543;;1
RwMutex-PT-r0010w0020;CTLstarCardinalityX;RwMutex-PT-r0010w0020-CTLstarCardinalityX-15;LTSmin;-1;0;0.038306;;1
RwMutex-PT-r0010w0050;CTLstarCardinalityX;RwMutex-PT-r0010w0050-CTLstarCardinalityX-00;LTSmin;-1;2;0.146863;;1
RwMutex-PT-r0010w0050;CTLstarCardinalityX;RwMutex-PT-r0010w0050-CTLstarCardinalityX-01;LTSmin;-1;1074;0.136606;;1
RwMutex-PT-r0010w0050;CTLstarCardinalityX;RwMutex-PT-r0010w0050-CTLstarCardinalityX-02;LTSmin;-1;0;0.137107;;1
RwMutex-PT-r0010w0050;CTLstarCardinalityX;RwMutex-PT-r0010w0050-CTLstarCardinalityX-03;LTSmin;-1;1074;0.004272;;1
RwMutex-PT-r0010w0050;CTLstarCardinalityX;RwMutex-PT-r0010w0050-CTLstarCardinalityX-04;LTSmin;-1;0;0.00007;;1
RwMutex-PT-r0010w0050;CTLstarCardinalityX;RwMutex-PT-r0010w0050-CTLstarCardinalityX-05;LTSmin;-1;0;0.001086;;1
RwMutex-PT-r0010w0050;CTLstarCardinalityX;RwMutex-PT-r0010w0050-CTLstarCardinalityX-06;LTSmin;-1;1074;0.200761;;1
RwMutex-PT-r0010w0050;CTLstarCardinalityX;RwMutex-PT-r0010w0050-CTLstarCardinalityX-07;LTSmin;-1;4;0.00441;;1
RwMutex-PT-r0010w0050;CTLstarCardinalityX;RwMutex-PT-r0010w0050-CTLstarCardinalityX-09;LTSmin;-1;1073;0.002463;;1
RwMutex-PT-r0010w0050;CTLstarCardinalityX;RwMutex-PT-r0010w0050-CTLstarCardinalityX-10;LTSmin;-1;1074;0.152086;;1
RwMutex-PT-r0010w0050;CTLstarCardinalityX;RwMutex-PT-r0010w0050-CTLstarCardinalityX-12;LTSmin;-1;1074;0.002952;;1
RwMutex-PT-r0010w0050;CTLstarCardinalityX;RwMutex-PT-r0010w0050-CTLstarCardinalityX-13;LTSmin;-1;0;0.140796;;1
RwMutex-PT-r0010w0050;CTLstarCardinalityX;RwMutex-PT-r0010w0050-CTLstarCardinalityX-15;LTSmin;-1;1073;0.133523;;1
RwMutex-PT-r0010w0050;CTLstarCardinalityX;RwMutex-PT-r0010w0050-CTLstarCardinalityX-08;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w0050;CTLstarCardinalityX;RwMutex-PT-r0010w0050-CTLstarCardinalityX-11;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w0050;CTLstarCardinalityX;RwMutex-PT-r0010w0050-CTLstarCardinalityX-14;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w0100;CTLstarCardinalityX;RwMutex-PT-r0010w0100-CTLstarCardinalityX-00;LTSmin;-1;0;0.473156;;1
RwMutex-PT-r0010w0100;CTLstarCardinalityX;RwMutex-PT-r0010w0100-CTLstarCardinalityX-01;LTSmin;-1;0;0.485837;;1
RwMutex-PT-r0010w0100;CTLstarCardinalityX;RwMutex-PT-r0010w0100-CTLstarCardinalityX-02;LTSmin;-1;1124;0.001726;;1
RwMutex-PT-r0010w0100;CTLstarCardinalityX;RwMutex-PT-r0010w0100-CTLstarCardinalityX-04;LTSmin;-1;1124;0.036788;;1
RwMutex-PT-r0010w0100;CTLstarCardinalityX;RwMutex-PT-r0010w0100-CTLstarCardinalityX-05;LTSmin;-1;1124;0.487077;;1
RwMutex-PT-r0010w0100;CTLstarCardinalityX;RwMutex-PT-r0010w0100-CTLstarCardinalityX-06;LTSmin;-1;1124;0.466541;;1
RwMutex-PT-r0010w0100;CTLstarCardinalityX;RwMutex-PT-r0010w0100-CTLstarCardinalityX-07;LTSmin;-1;0;0.457068;;1
RwMutex-PT-r0010w0100;CTLstarCardinalityX;RwMutex-PT-r0010w0100-CTLstarCardinalityX-08;LTSmin;-1;1123;0.005578;;1
RwMutex-PT-r0010w0100;CTLstarCardinalityX;RwMutex-PT-r0010w0100-CTLstarCardinalityX-09;LTSmin;-1;0;0.496705;;1
RwMutex-PT-r0010w0100;CTLstarCardinalityX;RwMutex-PT-r0010w0100-CTLstarCardinalityX-10;LTSmin;-1;1123;0.005495;;1
RwMutex-PT-r0010w0100;CTLstarCardinalityX;RwMutex-PT-r0010w0100-CTLstarCardinalityX-11;LTSmin;-1;512;0.500261;;1
RwMutex-PT-r0010w0100;CTLstarCardinalityX;RwMutex-PT-r0010w0100-CTLstarCardinalityX-12;LTSmin;-1;0;0.471715;;1
RwMutex-PT-r0010w0100;CTLstarCardinalityX;RwMutex-PT-r0010w0100-CTLstarCardinalityX-13;LTSmin;-1;1;0.015702;;1
RwMutex-PT-r0010w0100;CTLstarCardinalityX;RwMutex-PT-r0010w0100-CTLstarCardinalityX-15;LTSmin;-1;0;0.000173;;1
RwMutex-PT-r0010w0100;CTLstarCardinalityX;RwMutex-PT-r0010w0100-CTLstarCardinalityX-03;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w0100;CTLstarCardinalityX;RwMutex-PT-r0010w0100-CTLstarCardinalityX-14;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w0500;CTLstarCardinalityX;RwMutex-PT-r0010w0500-CTLstarCardinalityX-00;LTSmin;-1;1522;0.052352;;1
RwMutex-PT-r0010w0500;CTLstarCardinalityX;RwMutex-PT-r0010w0500-CTLstarCardinalityX-01;LTSmin;-1;0;0.008638;;1
RwMutex-PT-r0010w0500;CTLstarCardinalityX;RwMutex-PT-r0010w0500-CTLstarCardinalityX-02;LTSmin;-1;1523;0.025998;;1
RwMutex-PT-r0010w0500;CTLstarCardinalityX;RwMutex-PT-r0010w0500-CTLstarCardinalityX-03;LTSmin;-1;1524;31.18005;;1
RwMutex-PT-r0010w0500;CTLstarCardinalityX;RwMutex-PT-r0010w0500-CTLstarCardinalityX-04;LTSmin;-1;1;0.018697;;1
RwMutex-PT-r0010w0500;CTLstarCardinalityX;RwMutex-PT-r0010w0500-CTLstarCardinalityX-06;LTSmin;-1;1524;30.769858;;1
RwMutex-PT-r0010w0500;CTLstarCardinalityX;RwMutex-PT-r0010w0500-CTLstarCardinalityX-07;LTSmin;-1;1524;41.039236;;1
RwMutex-PT-r0010w0500;CTLstarCardinalityX;RwMutex-PT-r0010w0500-CTLstarCardinalityX-08;LTSmin;-1;1522;41.002827;;1
RwMutex-PT-r0010w0500;CTLstarCardinalityX;RwMutex-PT-r0010w0500-CTLstarCardinalityX-10;LTSmin;-1;1524;0.172078;;1
RwMutex-PT-r0010w0500;CTLstarCardinalityX;RwMutex-PT-r0010w0500-CTLstarCardinalityX-11;LTSmin;-1;1524;40.730118;;1
RwMutex-PT-r0010w0500;CTLstarCardinalityX;RwMutex-PT-r0010w0500-CTLstarCardinalityX-12;LTSmin;-1;0;40.787808;;1
RwMutex-PT-r0010w0500;CTLstarCardinalityX;RwMutex-PT-r0010w0500-CTLstarCardinalityX-13;LTSmin;-1;1524;81.428114;;1
RwMutex-PT-r0010w0500;CTLstarCardinalityX;RwMutex-PT-r0010w0500-CTLstarCardinalityX-14;LTSmin;-1;1524;10.182803;;1
RwMutex-PT-r0010w0500;CTLstarCardinalityX;RwMutex-PT-r0010w0500-CTLstarCardinalityX-05;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w0500;CTLstarCardinalityX;RwMutex-PT-r0010w0500-CTLstarCardinalityX-09;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w0500;CTLstarCardinalityX;RwMutex-PT-r0010w0500-CTLstarCardinalityX-15;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w1000;CTLstarCardinalityX;RwMutex-PT-r0010w1000-CTLstarCardinalityX-00;LTSmin;-1;2024;0.051653;;1
RwMutex-PT-r0010w1000;CTLstarCardinalityX;RwMutex-PT-r0010w1000-CTLstarCardinalityX-03;LTSmin;-1;0;0.069681;;1
RwMutex-PT-r0010w1000;CTLstarCardinalityX;RwMutex-PT-r0010w1000-CTLstarCardinalityX-05;LTSmin;-1;0;0.014514;;1
RwMutex-PT-r0010w1000;CTLstarCardinalityX;RwMutex-PT-r0010w1000-CTLstarCardinalityX-06;LTSmin;-1;0;0.335439;;1
RwMutex-PT-r0010w1000;CTLstarCardinalityX;RwMutex-PT-r0010w1000-CTLstarCardinalityX-09;LTSmin;-1;2024;0.051634;;1
RwMutex-PT-r0010w1000;CTLstarCardinalityX;RwMutex-PT-r0010w1000-CTLstarCardinalityX-11;LTSmin;-1;2024;0.155922;;1
RwMutex-PT-r0010w1000;CTLstarCardinalityX;RwMutex-PT-r0010w1000-CTLstarCardinalityX-12;LTSmin;-1;0;0.012924;;1
RwMutex-PT-r0010w1000;CTLstarCardinalityX;RwMutex-PT-r0010w1000-CTLstarCardinalityX-13;LTSmin;-1;0;0.032736;;1
RwMutex-PT-r0010w1000;CTLstarCardinalityX;RwMutex-PT-r0010w1000-CTLstarCardinalityX-14;LTSmin;-1;2024;0.066794;;1
RwMutex-PT-r0010w1000;CTLstarCardinalityX;RwMutex-PT-r0010w1000-CTLstarCardinalityX-01;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w1000;CTLstarCardinalityX;RwMutex-PT-r0010w1000-CTLstarCardinalityX-02;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w1000;CTLstarCardinalityX;RwMutex-PT-r0010w1000-CTLstarCardinalityX-04;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w1000;CTLstarCardinalityX;RwMutex-PT-r0010w1000-CTLstarCardinalityX-07;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w1000;CTLstarCardinalityX;RwMutex-PT-r0010w1000-CTLstarCardinalityX-08;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w1000;CTLstarCardinalityX;RwMutex-PT-r0010w1000-CTLstarCardinalityX-10;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w1000;CTLstarCardinalityX;RwMutex-PT-r0010w1000-CTLstarCardinalityX-15;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w2000;CTLstarCardinalityX;RwMutex-PT-r0010w2000-CTLstarCardinalityX-00;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w2000;CTLstarCardinalityX;RwMutex-PT-r0010w2000-CTLstarCardinalityX-01;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w2000;CTLstarCardinalityX;RwMutex-PT-r0010w2000-CTLstarCardinalityX-02;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w2000;CTLstarCardinalityX;RwMutex-PT-r0010w2000-CTLstarCardinalityX-03;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w2000;CTLstarCardinalityX;RwMutex-PT-r0010w2000-CTLstarCardinalityX-04;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w2000;CTLstarCardinalityX;RwMutex-PT-r0010w2000-CTLstarCardinalityX-05;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w2000;CTLstarCardinalityX;RwMutex-PT-r0010w2000-CTLstarCardinalityX-06;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w2000;CTLstarCardinalityX;RwMutex-PT-r0010w2000-CTLstarCardinalityX-07;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w2000;CTLstarCardinalityX;RwMutex-PT-r0010w2000-CTLstarCardinalityX-08;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w2000;CTLstarCardinalityX;RwMutex-PT-r0010w2000-CTLstarCardinalityX-09;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w2000;CTLstarCardinalityX;RwMutex-PT-r0010w2000-CTLstarCardinalityX-10;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w2000;CTLstarCardinalityX;RwMutex-PT-r0010w2000-CTLstarCardinalityX-11;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w2000;CTLstarCardinalityX;RwMutex-PT-r0010w2000-CTLstarCardinalityX-12;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w2000;CTLstarCardinalityX;RwMutex-PT-r0010w2000-CTLstarCardinalityX-13;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w2000;CTLstarCardinalityX;RwMutex-PT-r0010w2000-CTLstarCardinalityX-14;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0010w2000;CTLstarCardinalityX;RwMutex-PT-r0010w2000-CTLstarCardinalityX-15;LTSmin;-1;DNF;DNF;DNF;1
RwMutex-PT-r0020w0010;CTLstarCardinalityX;RwMutex-PT-r0020w0010-CTLstarCardinalityX-00;LTSmin;-1;0;0.054973;;1
RwMutex-PT-r0020w0010;CTLstarCardinalityX;RwMutex-PT-r0020w0010-CTLstarCardinalityX-01;LTSmin;-1;1048586;0.170479;;1
RwMutex-PT-r0020w0010;CTLstarCardinalityX;RwMutex-PT-r0020w0010-CTLstarCardinalityX-02;LTSmin;-1;0;0.05177;;1
RwMutex-PT-r0020w0010;CTLstarCardinalityX;RwMutex-PT-r0020w0010-CTLstarCardinalityX-03;LTSmin;-1;262154;0.034833;;1
RwMutex-PT-r0020w0010;CTLstarCardinalityX;RwMutex-PT-r0020w0010-CTLstarCardinalityX-04;LTSmin;-1;0;0.050936;;1
RwMutex-PT-r0020w0010;CTLstarCardinalityX;RwMutex-PT-r0020w0010-CTLstarCardinalityX-05;LTSmin;-1;0;0.002015;;1
RwMutex-PT-r0020w0010;CTLstarCardinalityX;RwMutex-PT-r0020w0010-CTLstarCardinalityX-06;LTSmin;-1;1048586;0.000161;;1
RwMutex-PT-r0020w0010;CTLstarCardinalityX;RwMutex-PT-r0020w0010-CTLstarCardinalityX-07;LTSmin;-1;1048586;0.051714;;1
RwMutex-PT-r0020w0010;CTLstarCardinalityX;RwMutex-PT-r0020w0010-CTLstarCardinalityX-08;LTSmin;-1;0;0.056389;;1
RwMutex-PT-r0020w0010;CTLstarCardinalityX;RwMutex-PT-r0020w0010-CTLstarCardinalityX-09;LTSmin;-1;1048586;0.000609;;1
RwMutex-PT-r0020w0010;CTLstarCardinalityX;RwMutex-PT-r0020w0010-CTLstarCardinalityX-10;LTSmin;-1;0;0.052253;;1
RwMutex-PT-r0020w0010;CTLstarCardinalityX;RwMutex-PT-r0020w0010-CTLstarCardinalityX-11;LTSmin;-1;0;0.062143;;1
RwMutex-PT-r0020w0010;CTLstarCardinalityX;RwMutex-PT-r0020w0010-CTLstarCardinalityX-12;LTSmin;-1;0;0.063064;;1
